state,sale_start,sale_end,revenue
Maine,2014-01-22,2014-01-24,318.0
Mississippi,2014-03-18,2014-03-19,564.0
Arkansas,2014-10-03,2014-10-04,1156.0
California,2014-06-28,2014-06-28,767.0
Ohio,2014-09-30,2014-10-01,535.0
Florida,2014-10-28,2014-10-30,1003.0
Alaska,2014-04-04,2014-04-05,620.0
New York,2014-04-25,2014-04-27,687.0
Indiana,2014-06-13,2014-06-16,585.0
Ohio,2014-01-18,2014-01-18,788.0
California,2014-11-03,2014-11-04,670.0
Indiana,2014-09-09,2014-09-09,534.0
Washington,2014-12-22,2014-12-22,846.0
Indiana,2014-09-14,2014-09-16,497.0
Louisiana,2014-04-20,2014-04-22,1507.0
Delaware,2014-08-21,2014-08-21,828.0
Delaware,2014-11-22,2014-11-23,804.0
Texas,2014-08-26,2014-08-26,1224.0
Kansas,2014-11-22,2014-11-22,1142.0
California,2014-02-23,2014-02-26,878.0
Illinois,2014-08-19,2014-08-21,1430.0
New York,2014-04-08,2014-04-11,702.0
California,2014-10-14,2014-10-15,557.0
Georgia,2014-12-17,2014-12-17,1123.0
New York,2014-04-20,2014-04-23,804.0
Mississippi,2014-09-28,2014-09-29,637.0
Georgia,2014-02-04,2014-02-05,1459.0
Montana,2014-05-16,2014-05-16,950.0
Iowa,2014-09-02,2014-09-04,1124.0
Illinois,2014-09-22,2014-09-22,1275.0
Kansas,2014-09-13,2014-09-14,1178.0
Kansas,2014-11-08,2014-11-10,928.0
Ohio,2014-05-11,2014-05-11,556.0
Louisiana,2014-08-27,2014-08-30,1444.0
New York,2014-04-30,2014-04-30,708.0
Washington,2014-12-26,2014-12-29,938.0
California,2014-05-08,2014-05-11,618.0
Missouri,2014-09-19,2014-09-19,1137.0
Montana,2014-09-19,2014-09-20,1015.0
Georgia,2014-12-17,2014-12-20,1153.0
Arkansas,2014-06-15,2014-06-16,1445.0
Nevada,2014-06-13,2014-06-16,494.0
New York,2014-03-19,2014-03-19,640.0
Mississippi,2014-04-25,2014-04-26,727.0
Washington,2014-06-22,2014-06-25,979.0
Alaska,2014-12-24,2014-12-26,569.0
Washington,2014-11-15,2014-11-15,782.0
Louisiana,2014-12-09,2014-12-09,1481.0
Indiana,2014-04-27,2014-04-29,584.0
Georgia,2014-11-30,2014-12-02,1048.0
Kansas,2014-11-27,2014-11-27,1141.0
Arkansas,2014-09-10,2014-09-11,1364.0
Georgia,2014-10-13,2014-10-14,1205.0
Mississippi,2014-10-03,2014-10-05,749.0
Louisiana,2014-09-16,2014-09-17,1213.0
Florida,2014-11-20,2014-11-22,784.0
Maine,2014-04-08,2014-04-10,368.0
Alaska,2014-01-20,2014-01-21,748.0
Illinois,2014-11-18,2014-11-19,1378.0
New York,2014-07-28,2014-07-30,770.0
Georgia,2014-10-06,2014-10-09,1333.0
Mississippi,2014-11-06,2014-11-08,503.0
New York,2014-02-19,2014-02-22,694.0
Iowa,2014-11-09,2014-11-11,1129.0
New York,2014-03-06,2014-03-06,880.0
Delaware,2014-07-14,2014-07-14,1089.0
Oregon,2014-02-15,2014-02-17,735.0
Oregon,2014-03-03,2014-03-04,793.0
Alaska,2014-02-18,2014-02-21,615.0
California,2014-03-31,2014-04-01,758.0
Alaska,2014-02-04,2014-02-05,702.0
California,2014-04-26,2014-04-28,794.0
Idaho,2014-07-12,2014-07-15,1332.0
Mississippi,2014-01-06,2014-01-07,823.0
Oklahoma,2014-06-24,2014-06-27,636.0
Delaware,2014-07-22,2014-07-25,747.0
Ohio,2014-08-10,2014-08-11,645.0
Nebraska,2014-01-25,2014-01-27,826.0
Texas,2014-12-24,2014-12-27,1315.0
Alaska,2014-08-05,2014-08-05,424.0
Nebraska,2014-05-27,2014-05-28,566.0
Nevada,2014-03-11,2014-03-13,531.0
Kansas,2014-11-19,2014-11-22,1191.0
Nevada,2014-08-15,2014-08-16,348.0
Illinois,2014-09-06,2014-09-08,1396.0
New Mexico,2014-05-28,2014-05-28,1090.0
Nebraska,2014-08-08,2014-08-10,682.0
Oklahoma,2014-08-16,2014-08-18,432.0
Illinois,2014-09-28,2014-10-01,1414.0
Maine,2014-03-11,2014-03-11,307.0
Oklahoma,2014-01-18,2014-01-20,686.0
Oregon,2014-05-18,2014-05-21,682.0
Missouri,2014-07-23,2014-07-26,1133.0
Illinois,2014-12-07,2014-12-08,1364.0
Missouri,2014-08-13,2014-08-16,1164.0
New Mexico,2014-08-29,2014-08-31,1152.0
Kansas,2014-12-20,2014-12-23,948.0
Iowa,2014-08-13,2014-08-16,1129.0
Indiana,2014-01-29,2014-02-01,506.0
New York,2014-02-28,2014-02-28,750.0
Louisiana,2014-11-12,2014-11-13,1251.0
Kansas,2014-12-09,2014-12-10,1149.0
New York,2014-04-26,2014-04-26,732.0
New York,2014-10-10,2014-10-10,682.0
Illinois,2014-08-14,2014-08-16,1425.0
Georgia,2014-08-24,2014-08-26,1073.0
Oregon,2014-02-25,2014-02-26,809.0
Arkansas,2014-03-19,2014-03-20,1448.0
Texas,2014-11-15,2014-11-16,1242.0
Maine,2014-05-15,2014-05-17,562.0
Missouri,2014-07-12,2014-07-15,1140.0
Oregon,2014-02-21,2014-02-24,644.0
Maine,2014-05-17,2014-05-18,484.0
Georgia,2014-09-01,2014-09-04,1308.0
Mississippi,2014-02-11,2014-02-11,627.0
Florida,2014-12-03,2014-12-05,811.0
New York,2014-05-18,2014-05-20,766.0
Texas,2014-12-25,2014-12-26,1226.0
California,2014-04-05,2014-04-05,583.0
Florida,2014-10-24,2014-10-27,847.0
Nevada,2014-02-10,2014-02-10,336.0
Maine,2014-04-05,2014-04-07,472.0
Montana,2014-06-06,2014-06-08,872.0
Iowa,2014-07-24,2014-07-25,1209.0
New Mexico,2014-10-19,2014-10-20,1108.0
Arkansas,2014-08-23,2014-08-23,1182.0
Maine,2014-02-18,2014-02-18,395.0
Ohio,2014-09-06,2014-09-08,647.0
Ohio,2014-09-15,2014-09-16,778.0
Mississippi,2014-02-15,2014-02-18,566.0
Texas,2014-11-24,2014-11-25,1137.0
Missouri,2014-10-10,2014-10-11,1331.0
Oregon,2014-05-11,2014-05-13,789.0
Delaware,2014-09-15,2014-09-18,857.0
Ohio,2014-04-07,2014-04-07,558.0
New York,2014-09-17,2014-09-19,704.0
Nebraska,2014-03-01,2014-03-01,638.0
Nevada,2014-08-15,2014-08-18,344.0
Illinois,2014-06-01,2014-06-04,1437.0
New York,2014-07-06,2014-07-06,794.0
New Mexico,2014-12-05,2014-12-08,1124.0
New York,2014-03-09,2014-03-11,756.0
Nevada,2014-05-06,2014-05-08,414.0
Missouri,2014-09-16,2014-09-17,1092.0
Texas,2014-02-24,2014-02-26,1422.0
Oregon,2014-07-04,2014-07-06,819.0
New York,2014-06-18,2014-06-21,718.0
Maine,2014-11-19,2014-11-19,379.0
Alaska,2014-01-01,2014-01-03,783.0
Alaska,2014-04-06,2014-04-08,718.0
Oregon,2014-08-28,2014-08-31,633.0
Idaho,2014-11-16,2014-11-17,1277.0
Delaware,2014-12-20,2014-12-22,787.0
Maine,2014-12-21,2014-12-22,338.0
New York,2014-08-04,2014-08-07,671.0
Oregon,2014-07-29,2014-08-01,719.0
Florida,2014-09-02,2014-09-04,794.0
Maine,2014-08-13,2014-08-15,196.0
Idaho,2014-10-21,2014-10-24,1255.0
Maine,2014-07-27,2014-07-29,276.0
Iowa,2014-09-04,2014-09-05,1186.0
Florida,2014-11-08,2014-11-08,911.0
California,2014-03-02,2014-03-04,624.0
New Mexico,2014-08-30,2014-08-30,1168.0
Indiana,2014-04-30,2014-05-01,529.0
Ohio,2014-11-18,2014-11-18,547.0
Louisiana,2014-11-02,2014-11-05,1381.0
Iowa,2014-08-16,2014-08-17,1187.0
Florida,2014-12-16,2014-12-18,789.0
Illinois,2014-04-01,2014-04-04,1607.0
New York,2014-03-12,2014-03-12,1037.0
Washington,2014-06-25,2014-06-25,778.0
Missouri,2014-07-25,2014-07-26,1209.0
Alaska,2014-02-02,2014-02-04,681.0
Missouri,2014-12-25,2014-12-25,1112.0
Washington,2014-05-15,2014-05-18,897.0
Kansas,2014-06-30,2014-06-30,1094.0
Idaho,2014-06-13,2014-06-14,1356.0
Texas,2014-04-26,2014-04-27,1314.0
Florida,2014-11-19,2014-11-19,895.0
California,2014-08-31,2014-08-31,571.0
Maine,2014-01-12,2014-01-14,665.0
Arkansas,2014-12-11,2014-12-12,1147.0
Montana,2014-04-10,2014-04-13,920.0
Mississippi,2014-06-14,2014-06-14,629.0
Florida,2014-10-21,2014-10-23,882.0
Maine,2014-03-29,2014-03-30,355.0
California,2014-02-18,2014-02-20,823.0
Maine,2014-06-27,2014-06-29,255.0
Washington,2014-10-22,2014-10-23,869.0
Montana,2014-02-22,2014-02-24,844.0
Alaska,2014-02-09,2014-02-09,714.0
Montana,2014-08-10,2014-08-12,701.0
Iowa,2014-12-10,2014-12-12,1051.0
Louisiana,2014-03-13,2014-03-15,1461.0
Kansas,2014-02-10,2014-02-11,1245.0
Nevada,2014-05-03,2014-05-06,435.0
Kansas,2014-12-21,2014-12-24,1143.0
Mississippi,2014-02-04,2014-02-05,549.0
Idaho,2014-05-04,2014-05-07,1244.0
Indiana,2014-03-02,2014-03-02,619.0
California,2014-08-02,2014-08-02,593.0
Georgia,2014-12-21,2014-12-21,1137.0
Ohio,2014-01-01,2014-01-02,747.0
Delaware,2014-09-04,2014-09-05,922.0
Ohio,2014-01-02,2014-01-02,589.0
Idaho,2014-08-14,2014-08-14,1225.0
Texas,2014-05-09,2014-05-12,1455.0
Kansas,2014-04-21,2014-04-22,1261.0
Kansas,2014-05-19,2014-05-19,1184.0
Texas,2014-12-05,2014-12-05,1191.0
Texas,2014-09-24,2014-09-26,1199.0
Nevada,2014-04-21,2014-04-22,458.0
Nebraska,2014-08-28,2014-08-28,725.0
New Mexico,2014-02-16,2014-02-16,1122.0
Mississippi,2014-01-07,2014-01-07,861.0
Maine,2014-03-10,2014-03-12,288.0
Washington,2014-10-02,2014-10-02,884.0
Louisiana,2014-06-29,2014-06-30,1531.0
Nebraska,2014-09-02,2014-09-03,746.0
California,2014-01-31,2014-02-03,720.0
Oklahoma,2014-09-26,2014-09-27,773.0
Delaware,2014-02-23,2014-02-24,975.0
Montana,2014-09-17,2014-09-19,743.0
Montana,2014-11-24,2014-11-26,775.0
Nevada,2014-05-20,2014-05-20,554.0
Alaska,2014-05-31,2014-06-02,649.0
Illinois,2014-10-22,2014-10-22,1339.0
Mississippi,2014-02-23,2014-02-26,613.0
Montana,2014-08-19,2014-08-21,867.0
Arkansas,2014-08-11,2014-08-12,1238.0
California,2014-02-20,2014-02-21,655.0
Florida,2014-10-01,2014-10-03,862.0
New York,2014-01-18,2014-01-18,682.0
Georgia,2014-11-19,2014-11-22,1262.0
Missouri,2014-12-12,2014-12-15,1068.0
Nevada,2014-07-03,2014-07-06,464.0
California,2014-02-23,2014-02-23,619.0
California,2014-04-03,2014-04-04,903.0
Missouri,2014-08-23,2014-08-26,1124.0
California,2014-02-26,2014-02-27,595.0
Mississippi,2014-05-27,2014-05-30,800.0
Maine,2014-05-03,2014-05-04,249.0
Nevada,2014-06-03,2014-06-06,415.0
New York,2014-05-23,2014-05-26,824.0
Louisiana,2014-07-29,2014-08-01,1362.0
Louisiana,2014-09-07,2014-09-07,1363.0
Florida,2014-06-07,2014-06-09,944.0
Indiana,2014-04-07,2014-04-09,627.0
Georgia,2014-05-12,2014-05-15,1352.0
Oklahoma,2014-05-28,2014-05-28,594.0
Missouri,2014-11-17,2014-11-18,1119.0
Maine,2014-06-17,2014-06-17,384.0
Mississippi,2014-02-13,2014-02-13,646.0
California,2014-10-29,2014-11-01,668.0
Ohio,2014-08-27,2014-08-27,528.0
Illinois,2014-12-09,2014-12-12,1338.0
Alaska,2014-08-31,2014-09-01,546.0
California,2014-02-19,2014-02-22,686.0
Washington,2014-10-05,2014-10-06,877.0
Iowa,2014-09-18,2014-09-18,1188.0
Washington,2014-12-01,2014-12-04,898.0
Indiana,2014-08-13,2014-08-15,537.0
New York,2014-04-13,2014-04-15,806.0
Alaska,2014-02-20,2014-02-23,868.0
Alaska,2014-05-01,2014-05-02,650.0
Florida,2014-08-29,2014-08-29,795.0
Washington,2014-12-19,2014-12-19,704.0
California,2014-12-06,2014-12-07,476.0
Montana,2014-09-20,2014-09-21,818.0
Montana,2014-12-19,2014-12-22,866.0
Washington,2014-04-07,2014-04-09,1151.0
Washington,2014-12-16,2014-12-19,966.0
New York,2014-01-22,2014-01-23,810.0
Arkansas,2014-11-07,2014-11-07,1180.0
New York,2014-09-14,2014-09-17,697.0
Alaska,2014-10-10,2014-10-12,682.0
Alaska,2014-09-24,2014-09-24,569.0
Florida,2014-10-26,2014-10-28,951.0
California,2014-01-24,2014-01-27,720.0
Missouri,2014-12-02,2014-12-02,1005.0
Louisiana,2014-11-12,2014-11-12,1332.0
New Mexico,2014-05-25,2014-05-25,1224.0
Nevada,2014-04-30,2014-05-01,548.0
Louisiana,2014-09-07,2014-09-10,1318.0
Montana,2014-12-21,2014-12-21,845.0
Louisiana,2014-04-22,2014-04-23,1454.0
New York,2014-03-23,2014-03-26,813.0
New York,2014-01-20,2014-01-21,870.0
New York,2014-11-12,2014-11-12,663.0
Illinois,2014-06-30,2014-07-03,1628.0
Ohio,2014-05-23,2014-05-23,715.0
Iowa,2014-10-02,2014-10-05,979.0
Nebraska,2014-10-20,2014-10-23,728.0
Louisiana,2014-05-10,2014-05-11,1432.0
Mississippi,2014-09-06,2014-09-07,571.0
Nebraska,2014-06-19,2014-06-19,851.0
Nevada,2014-07-31,2014-08-01,224.0
Maine,2014-07-29,2014-07-29,525.0
Ohio,2014-02-16,2014-02-18,573.0
Washington,2014-11-18,2014-11-18,763.0
Washington,2014-04-06,2014-04-08,953.0
Kansas,2014-12-11,2014-12-11,913.0
Montana,2014-11-28,2014-12-01,1001.0
Indiana,2014-09-19,2014-09-22,504.0
Georgia,2014-11-20,2014-11-21,976.0
New Mexico,2014-11-12,2014-11-13,1177.0
Nebraska,2014-01-12,2014-01-14,721.0
Alaska,2014-01-29,2014-02-01,919.0
Oklahoma,2014-09-13,2014-09-15,548.0
Oregon,2014-04-27,2014-04-29,904.0
Texas,2014-05-26,2014-05-29,1268.0
Idaho,2014-12-21,2014-12-22,1095.0
Nebraska,2014-03-20,2014-03-22,806.0
California,2014-02-05,2014-02-06,756.0
Texas,2014-11-20,2014-11-20,1144.0
Nevada,2014-03-10,2014-03-13,439.0
Georgia,2014-08-30,2014-08-30,1216.0
Oregon,2014-03-30,2014-03-30,718.0
Illinois,2014-07-03,2014-07-06,1273.0
Alaska,2014-02-12,2014-02-14,743.0
New York,2014-08-11,2014-08-12,731.0
Delaware,2014-11-14,2014-11-14,940.0
Mississippi,2014-03-03,2014-03-05,708.0
Ohio,2014-01-14,2014-01-14,615.0
Ohio,2014-06-17,2014-06-20,580.0
Georgia,2014-11-14,2014-11-14,1162.0
Georgia,2014-10-25,2014-10-25,1070.0
Iowa,2014-03-07,2014-03-07,1261.0
Nebraska,2014-06-01,2014-06-04,658.0
Georgia,2014-04-15,2014-04-17,1404.0
Mississippi,2014-04-20,2014-04-20,761.0
Missouri,2014-12-14,2014-12-15,1008.0
New York,2014-08-23,2014-08-23,777.0
Texas,2014-06-07,2014-06-09,1140.0
Georgia,2014-02-17,2014-02-20,1425.0
Indiana,2014-05-08,2014-05-10,507.0
Ohio,2014-06-22,2014-06-25,542.0
Georgia,2014-12-21,2014-12-23,1159.0
Maine,2014-06-14,2014-06-16,403.0
Nebraska,2014-01-16,2014-01-18,761.0
Indiana,2014-05-19,2014-05-22,662.0
California,2014-08-01,2014-08-04,771.0
New Mexico,2014-11-02,2014-11-02,1143.0
Indiana,2014-07-15,2014-07-18,692.0
Mississippi,2014-10-04,2014-10-05,539.0
Oklahoma,2014-06-30,2014-07-01,561.0
Kansas,2014-07-04,2014-07-04,1105.0
Iowa,2014-12-14,2014-12-17,1290.0
Nevada,2014-04-13,2014-04-16,507.0
Montana,2014-11-06,2014-11-07,995.0
New York,2014-03-08,2014-03-08,604.0
Maine,2014-05-28,2014-05-30,521.0
Montana,2014-08-18,2014-08-19,916.0
Washington,2014-11-16,2014-11-19,774.0
Indiana,2014-01-26,2014-01-26,707.0
Texas,2014-12-22,2014-12-23,1101.0
Alaska,2014-04-03,2014-04-05,612.0
Missouri,2014-11-28,2014-12-01,998.0
Mississippi,2014-05-03,2014-05-06,607.0
Louisiana,2014-04-28,2014-05-01,1355.0
Ohio,2014-10-23,2014-10-26,712.0
Louisiana,2014-04-05,2014-04-07,1448.0
California,2014-01-10,2014-01-11,631.0
Washington,2014-05-30,2014-05-30,875.0
Indiana,2014-05-25,2014-05-26,602.0
Missouri,2014-08-27,2014-08-29,1223.0
Louisiana,2014-12-19,2014-12-21,1323.0
California,2014-06-21,2014-06-22,658.0
Oregon,2014-02-28,2014-03-01,721.0
Oregon,2014-12-06,2014-12-08,704.0
Florida,2014-06-14,2014-06-16,896.0
Nebraska,2014-08-09,2014-08-10,779.0
Indiana,2014-01-03,2014-01-03,578.0
Montana,2014-05-09,2014-05-11,938.0
New Mexico,2014-08-18,2014-08-18,1073.0
New York,2014-02-14,2014-02-15,689.0
Missouri,2014-09-25,2014-09-26,1127.0
Arkansas,2014-08-02,2014-08-03,1405.0
New Mexico,2014-08-05,2014-08-06,1099.0
Delaware,2014-12-19,2014-12-19,688.0
California,2014-01-31,2014-01-31,677.0
California,2014-06-21,2014-06-23,674.0
Nevada,2014-09-13,2014-09-15,317.0
Oregon,2014-04-16,2014-04-16,795.0
Washington,2014-09-22,2014-09-22,949.0
Kansas,2014-09-27,2014-09-29,1178.0
Oklahoma,2014-11-13,2014-11-16,295.0
Oklahoma,2014-05-05,2014-05-08,544.0
Georgia,2014-11-17,2014-11-19,1160.0
Washington,2014-09-13,2014-09-15,810.0
Nevada,2014-08-04,2014-08-07,409.0
New York,2014-10-31,2014-11-02,511.0
Missouri,2014-03-07,2014-03-07,1239.0
Indiana,2014-04-30,2014-05-03,654.0
New York,2014-04-28,2014-04-29,740.0
Oklahoma,2014-01-30,2014-01-30,818.0
Iowa,2014-12-08,2014-12-11,1104.0
Ohio,2014-02-23,2014-02-23,600.0
Florida,2014-08-15,2014-08-15,810.0
California,2014-01-02,2014-01-02,742.0
Georgia,2014-07-02,2014-07-05,1028.0
Iowa,2014-06-09,2014-06-10,984.0
Illinois,2014-09-18,2014-09-20,1402.0
Idaho,2014-12-05,2014-12-05,1170.0
Texas,2014-12-04,2014-12-06,1088.0
Missouri,2014-10-17,2014-10-20,1221.0
Arkansas,2014-08-10,2014-08-11,1146.0
Alaska,2014-06-27,2014-06-28,633.0
Oklahoma,2014-03-23,2014-03-26,559.0
California,2014-01-05,2014-01-07,684.0
Idaho,2014-07-20,2014-07-23,1252.0
California,2014-06-04,2014-06-07,695.0
Washington,2014-09-15,2014-09-17,818.0
Florida,2014-03-13,2014-03-16,937.0
Louisiana,2014-08-16,2014-08-18,1289.0
California,2014-06-10,2014-06-13,457.0
Louisiana,2014-05-21,2014-05-22,1479.0
Kansas,2014-11-03,2014-11-03,1065.0
Montana,2014-10-14,2014-10-14,727.0
Kansas,2014-07-06,2014-07-08,1100.0
Kansas,2014-11-18,2014-11-20,1075.0
Mississippi,2014-02-11,2014-02-13,619.0
Nebraska,2014-05-07,2014-05-10,947.0
Iowa,2014-05-06,2014-05-08,1256.0
Indiana,2014-04-16,2014-04-18,709.0
Georgia,2014-12-10,2014-12-13,1223.0
Alaska,2014-01-16,2014-01-19,678.0
Indiana,2014-06-09,2014-06-11,578.0
Nebraska,2014-03-30,2014-03-30,662.0
Texas,2014-10-14,2014-10-14,1062.0
Nebraska,2014-03-12,2014-03-12,957.0
Arkansas,2014-12-11,2014-12-12,1105.0
Indiana,2014-01-22,2014-01-23,668.0
Illinois,2014-09-14,2014-09-16,1389.0
Texas,2014-12-08,2014-12-08,1271.0
Oregon,2014-01-25,2014-01-26,503.0
Louisiana,2014-09-18,2014-09-18,1267.0
Louisiana,2014-10-15,2014-10-16,1323.0
Nebraska,2014-01-06,2014-01-07,804.0
Alaska,2014-04-05,2014-04-07,421.0
New York,2014-03-10,2014-03-13,904.0
Indiana,2014-11-23,2014-11-24,393.0
Oklahoma,2014-03-07,2014-03-09,753.0
Idaho,2014-08-14,2014-08-15,1434.0
Indiana,2014-01-09,2014-01-11,546.0
Ohio,2014-06-20,2014-06-21,642.0
Georgia,2014-11-06,2014-11-08,1325.0
Iowa,2014-12-23,2014-12-23,986.0
Mississippi,2014-08-31,2014-08-31,640.0
Idaho,2014-08-10,2014-08-12,1357.0
Nebraska,2014-04-27,2014-04-30,968.0
Delaware,2014-11-21,2014-11-22,874.0
New Mexico,2014-09-05,2014-09-06,1119.0
Delaware,2014-10-13,2014-10-14,833.0
Ohio,2014-05-05,2014-05-06,607.0
Oklahoma,2014-02-07,2014-02-08,739.0
Idaho,2014-08-25,2014-08-27,1414.0
Georgia,2014-08-06,2014-08-09,1078.0
Nebraska,2014-07-15,2014-07-17,848.0
Illinois,2014-12-23,2014-12-25,1313.0
Indiana,2014-04-13,2014-04-14,471.0
Georgia,2014-04-29,2014-05-02,1244.0
Alaska,2014-03-17,2014-03-17,691.0
Iowa,2014-10-16,2014-10-19,1025.0
Delaware,2014-02-16,2014-02-16,1054.0
Maine,2014-05-08,2014-05-08,469.0
Washington,2014-05-08,2014-05-11,770.0
Texas,2014-07-21,2014-07-22,1324.0
Louisiana,2014-09-06,2014-09-07,1437.0
Louisiana,2014-11-21,2014-11-21,1343.0
Oregon,2014-03-09,2014-03-10,617.0
Arkansas,2014-09-26,2014-09-29,1202.0
Alaska,2014-01-20,2014-01-22,636.0
Arkansas,2014-05-14,2014-05-17,1420.0
Missouri,2014-10-14,2014-10-15,1214.0
Ohio,2014-01-22,2014-01-23,828.0
Kansas,2014-09-03,2014-09-04,1301.0
Missouri,2014-09-24,2014-09-24,1269.0
New Mexico,2014-04-23,2014-04-24,1242.0
Mississippi,2014-02-28,2014-02-28,727.0
Oklahoma,2014-10-22,2014-10-23,453.0
Maine,2014-01-01,2014-01-01,483.0
Montana,2014-10-05,2014-10-05,885.0
Kansas,2014-05-08,2014-05-10,1393.0
Mississippi,2014-06-19,2014-06-21,675.0
Illinois,2014-11-08,2014-11-10,1516.0
Mississippi,2014-09-05,2014-09-07,691.0
Maine,2014-01-03,2014-01-03,613.0
Nevada,2014-03-09,2014-03-09,482.0
Arkansas,2014-05-31,2014-06-01,1187.0
Nebraska,2014-01-08,2014-01-11,846.0
Idaho,2014-08-24,2014-08-25,1368.0
Georgia,2014-11-03,2014-11-06,1141.0
Iowa,2014-10-11,2014-10-11,1304.0
Texas,2014-12-14,2014-12-16,1358.0
Missouri,2014-12-13,2014-12-15,1242.0
New York,2014-04-10,2014-04-13,826.0
Washington,2014-12-13,2014-12-14,750.0
California,2014-03-28,2014-03-28,544.0
Ohio,2014-03-10,2014-03-11,743.0
Illinois,2014-12-07,2014-12-10,1448.0
Washington,2014-09-03,2014-09-06,984.0
Alaska,2014-07-18,2014-07-18,579.0
Nebraska,2014-09-17,2014-09-20,576.0
Nebraska,2014-10-09,2014-10-12,697.0
Iowa,2014-11-16,2014-11-16,988.0
Arkansas,2014-12-16,2014-12-19,1166.0
Washington,2014-09-18,2014-09-19,973.0
Iowa,2014-10-31,2014-11-01,1159.0
Washington,2014-12-21,2014-12-22,800.0
Texas,2014-10-05,2014-10-08,1224.0
Louisiana,2014-11-03,2014-11-03,1240.0
Montana,2014-09-13,2014-09-13,1041.0
Oklahoma,2014-05-16,2014-05-19,520.0
Kansas,2014-08-30,2014-08-31,1099.0
Louisiana,2014-11-20,2014-11-21,1183.0
Oregon,2014-04-13,2014-04-16,758.0
Arkansas,2014-11-21,2014-11-22,1040.0
Arkansas,2014-07-05,2014-07-06,1082.0
Missouri,2014-11-07,2014-11-10,1053.0
Idaho,2014-10-10,2014-10-10,1280.0
Mississippi,2014-05-04,2014-05-04,555.0
Alaska,2014-02-27,2014-02-28,704.0
Kansas,2014-05-24,2014-05-25,1140.0
Texas,2014-05-10,2014-05-11,1338.0
Nevada,2014-05-02,2014-05-05,494.0
Ohio,2014-03-19,2014-03-19,632.0
Indiana,2014-05-22,2014-05-24,445.0
New York,2014-12-10,2014-12-10,718.0
New York,2014-08-02,2014-08-02,843.0
Mississippi,2014-01-02,2014-01-04,784.0
Mississippi,2014-03-07,2014-03-09,668.0
Oregon,2014-01-26,2014-01-29,726.0
New York,2014-09-10,2014-09-11,702.0
Maine,2014-01-29,2014-02-01,405.0
California,2014-05-27,2014-05-30,688.0
Oregon,2014-10-05,2014-10-05,676.0
Idaho,2014-11-28,2014-11-30,1281.0
Ohio,2014-02-02,2014-02-04,548.0
Georgia,2014-09-22,2014-09-25,1262.0
Delaware,2014-09-18,2014-09-19,918.0
Florida,2014-08-16,2014-08-16,835.0
Idaho,2014-05-07,2014-05-08,1378.0
Iowa,2014-08-03,2014-08-06,1109.0
Mississippi,2014-05-05,2014-05-06,586.0
Nevada,2014-03-14,2014-03-15,297.0
Oklahoma,2014-04-28,2014-04-29,625.0
Indiana,2014-07-20,2014-07-20,540.0
Montana,2014-08-16,2014-08-18,925.0
Florida,2014-11-03,2014-11-04,805.0
Missouri,2014-05-17,2014-05-20,1156.0
Alaska,2014-03-22,2014-03-23,695.0
Kansas,2014-09-26,2014-09-27,1199.0
Texas,2014-09-23,2014-09-26,1271.0
New Mexico,2014-02-12,2014-02-13,1354.0
Indiana,2014-07-30,2014-07-30,441.0
New York,2014-07-16,2014-07-19,613.0
New York,2014-04-19,2014-04-22,721.0
Nevada,2014-05-21,2014-05-23,340.0
Kansas,2014-11-17,2014-11-18,1189.0
Louisiana,2014-03-25,2014-03-28,1474.0
Alaska,2014-05-11,2014-05-11,605.0
Missouri,2014-12-06,2014-12-08,1103.0
Ohio,2014-05-08,2014-05-09,734.0
Montana,2014-08-30,2014-08-31,1013.0
New York,2014-03-24,2014-03-24,968.0
Maine,2014-05-13,2014-05-15,402.0
Nevada,2014-02-16,2014-02-16,423.0
Idaho,2014-08-08,2014-08-10,1526.0
Louisiana,2014-09-01,2014-09-02,1442.0
California,2014-12-26,2014-12-28,593.0
Oregon,2014-10-28,2014-10-28,760.0
Nevada,2014-05-18,2014-05-20,524.0
Montana,2014-11-22,2014-11-22,1114.0
Nevada,2014-01-01,2014-01-03,479.0
Georgia,2014-10-16,2014-10-19,1155.0
Oklahoma,2014-02-02,2014-02-04,542.0
Kansas,2014-09-20,2014-09-21,1075.0
Missouri,2014-06-03,2014-06-06,1188.0
California,2014-01-20,2014-01-23,646.0
Iowa,2014-11-01,2014-11-03,958.0
California,2014-02-25,2014-02-25,648.0
Arkansas,2014-02-21,2014-02-23,1360.0
Mississippi,2014-04-06,2014-04-08,651.0
California,2014-02-20,2014-02-21,709.0
Georgia,2014-07-20,2014-07-22,1291.0
Washington,2014-04-18,2014-04-20,952.0
Texas,2014-11-09,2014-11-11,1188.0
Iowa,2014-09-14,2014-09-14,1085.0
California,2014-06-01,2014-06-03,619.0
Arkansas,2014-11-23,2014-11-26,993.0
Indiana,2014-10-11,2014-10-14,494.0
Ohio,2014-03-07,2014-03-08,569.0
Mississippi,2014-07-31,2014-08-03,560.0
Oklahoma,2014-03-13,2014-03-13,432.0
Georgia,2014-08-09,2014-08-10,1311.0
Texas,2014-05-11,2014-05-12,1306.0
Indiana,2014-05-24,2014-05-27,495.0
Missouri,2014-10-22,2014-10-24,1067.0
Nebraska,2014-07-05,2014-07-06,552.0
Oklahoma,2014-10-07,2014-10-07,471.0
Louisiana,2014-11-15,2014-11-17,1376.0
Florida,2014-12-20,2014-12-21,778.0
Mississippi,2014-12-05,2014-12-08,540.0
